sequence_id,country_id,institute_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR4808902,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808902/ERR4808902_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808902/ERR4808902_2.fastq.gz",R,S,S,S,I,I,R,R,R,S,R,R,R,YA00038900
ERR4808883,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808883/ERR4808883_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808883/ERR4808883_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,YA00014449
ERR4808907,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808907/ERR4808907_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808907/ERR4808907_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038926
ERR4808909,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808909/ERR4808909_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808909/ERR4808909_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038945
ERR4808887,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808887/ERR4808887_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808887/ERR4808887_2.fastq.gz",R,S,S,S,I,R,R,R,S,S,S,R,R,YA00038872
ERR4808915,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808915/ERR4808915_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808915/ERR4808915_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038922
ERR4808896,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808896/ERR4808896_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808896/ERR4808896_2.fastq.gz",R,S,S,S,I,I,R,R,R,S,R,R,R,YA00038888
ERR4808912,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808912/ERR4808912_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808912/ERR4808912_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00012364
ERR4808889,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808889/ERR4808889_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808889/ERR4808889_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,YA00038875
ERR4808885,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808885/ERR4808885_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808885/ERR4808885_2.fastq.gz",R,S,S,S,I,R,R,R,R,S,R,R,R,YA00038882
ERR4808959,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808959/ERR4808959_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808959/ERR4808959_2.fastq.gz",S,S,S,S,S,S,NA,S,S,S,S,S,S,YA00023169
ERR4808934,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808934/ERR4808934_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808934/ERR4808934_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038897
ERR4808980,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808980/ERR4808980_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808980/ERR4808980_2.fastq.gz",R,S,S,S,I,I,R,R,R,S,R,R,R,YA00038864
ERR4808968,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808968/ERR4808968_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808968/ERR4808968_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,YA00038868
ERR4808905,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808905/ERR4808905_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808905/ERR4808905_2.fastq.gz",R,R,R,S,I,I,R,R,R,S,R,R,R,YA00038904
ERR4808921,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808921/ERR4808921_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808921/ERR4808921_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,S,YA00018408
ERR4808918,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808918/ERR4808918_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808918/ERR4808918_2.fastq.gz",R,S,R,S,R,R,R,R,R,S,R,R,R,YA00038883
ERR4808911,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808911/ERR4808911_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808911/ERR4808911_2.fastq.gz",S,S,S,NA,S,NA,S,S,S,S,NA,S,S,YA00038956
ERR4808931,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808931/ERR4808931_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808931/ERR4808931_2.fastq.gz",S,S,S,S,S,NA,S,S,S,S,S,S,S,YA00008563
ERR4808925,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808925/ERR4808925_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808925/ERR4808925_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,YA00016808
ERR4808904,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808904/ERR4808904_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808904/ERR4808904_2.fastq.gz",R,S,S,S,R,I,R,R,R,S,R,R,R,YA00038903
ERR4808910,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808910/ERR4808910_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808910/ERR4808910_2.fastq.gz",R,S,S,NA,R,I,R,NA,R,S,R,R,R,YA00038949
ERR4808930,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808930/ERR4808930_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808930/ERR4808930_2.fastq.gz",S,S,NA,NA,S,S,S,S,S,S,S,S,S,YA00003300
ERR4808963,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808963/ERR4808963_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808963/ERR4808963_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00020903
ERR4808965,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808965/ERR4808965_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808965/ERR4808965_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,YA00020543
ERR4808890,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808890/ERR4808890_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808890/ERR4808890_2.fastq.gz",R,S,S,S,I,S,R,R,R,S,R,R,R,YA00038876
ERR4808935,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808935/ERR4808935_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808935/ERR4808935_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,NA,S,YA00008560
ERR4808895,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808895/ERR4808895_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808895/ERR4808895_2.fastq.gz",R,S,S,S,R,I,R,R,R,S,R,R,R,YA00038885
ERR4808888,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808888/ERR4808888_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808888/ERR4808888_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038951
ERR4808977,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808977/ERR4808977_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808977/ERR4808977_2.fastq.gz",S,S,S,S,S,NA,S,S,S,S,S,S,S,YA00038861
ERR4808973,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808973/ERR4808973_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808973/ERR4808973_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,YA00038857
ERR4808974,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808974/ERR4808974_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808974/ERR4808974_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,YA00038858
ERR4808898,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808898/ERR4808898_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808898/ERR4808898_2.fastq.gz",R,S,S,S,I,S,R,R,R,S,R,R,S,YA00038892
ERR4808942,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808942/ERR4808942_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808942/ERR4808942_2.fastq.gz",S,S,S,S,I,I,R,S,R,S,R,R,R,YA00038932
ERR4808958,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808958/ERR4808958_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808958/ERR4808958_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,S,S,YA00023167
ERR4808923,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808923/ERR4808923_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808923/ERR4808923_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038970
ERR4808924,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808924/ERR4808924_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808924/ERR4808924_2.fastq.gz",R,S,NA,NA,I,I,R,R,R,S,R,R,R,YA00018006
ERR4808922,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808922/ERR4808922_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808922/ERR4808922_2.fastq.gz",S,S,S,S,S,S,S,S,S,NA,S,S,S,YA00019966
ERR4808920,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808920/ERR4808920_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808920/ERR4808920_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,YA00040352
ERR4808970,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808970/ERR4808970_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808970/ERR4808970_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,YA00011220
ERR4808966,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808966/ERR4808966_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808966/ERR4808966_2.fastq.gz",S,S,S,NA,S,NA,S,S,S,S,S,S,S,YA00022351
ERR4808917,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808917/ERR4808917_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808917/ERR4808917_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,YA00011204
ERR4808967,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808967/ERR4808967_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808967/ERR4808967_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00021505
ERR4808948,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808948/ERR4808948_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808948/ERR4808948_2.fastq.gz",S,S,S,S,S,S,NA,S,S,S,S,S,S,YA00023537
ERR4808908,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808908/ERR4808908_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808908/ERR4808908_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038928
ERR4808891,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808891/ERR4808891_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808891/ERR4808891_2.fastq.gz",S,S,S,S,R,R,R,S,R,S,R,R,R,YA00038878
ERR4808939,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808939/ERR4808939_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808939/ERR4808939_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00012953
ERR4808946,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808946/ERR4808946_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808946/ERR4808946_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00022346
ERR4808927,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808927/ERR4808927_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808927/ERR4808927_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00014184
ERR4808943,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808943/ERR4808943_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808943/ERR4808943_2.fastq.gz",S,S,S,S,S,I,S,S,S,S,S,S,S,YA00038936
ERR4808960,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808960/ERR4808960_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808960/ERR4808960_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00022358
ERR4808933,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808933/ERR4808933_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808933/ERR4808933_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00012365
ERR4808947,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808947/ERR4808947_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808947/ERR4808947_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00022347
ERR4808901,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808901/ERR4808901_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808901/ERR4808901_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,R,R,R,YA00038899
ERR4808906,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808906/ERR4808906_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808906/ERR4808906_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038906
ERR4808926,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808926/ERR4808926_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808926/ERR4808926_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038967
ERR4808900,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808900/ERR4808900_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808900/ERR4808900_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038894
ERR4808955,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808955/ERR4808955_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808955/ERR4808955_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,YA00013543
ERR4808969,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808969/ERR4808969_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808969/ERR4808969_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00040372
ERR4808950,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808950/ERR4808950_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808950/ERR4808950_2.fastq.gz",S,S,S,S,S,S,NA,S,NA,S,S,S,S,YA00038958
ERR4808903,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808903/ERR4808903_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808903/ERR4808903_2.fastq.gz",R,S,S,S,R,R,R,R,R,R,R,R,R,YA00038901
ERR4808962,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808962/ERR4808962_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808962/ERR4808962_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,YA00021489
ERR4808952,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808952/ERR4808952_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808952/ERR4808952_2.fastq.gz",S,S,S,S,S,S,S,S,NA,S,S,S,S,YA00038962
ERR4808978,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808978/ERR4808978_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808978/ERR4808978_2.fastq.gz",R,S,S,S,R,I,R,R,R,S,R,R,R,YA00038862
ERR4808928,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808928/ERR4808928_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/008/ERR4808928/ERR4808928_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,NA,S,S,YA00038965
ERR4808913,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808913/ERR4808913_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808913/ERR4808913_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00003301
ERR4808944,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808944/ERR4808944_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808944/ERR4808944_2.fastq.gz",S,S,S,NA,S,S,S,S,S,S,S,S,S,YA00022357
ERR4808932,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808932/ERR4808932_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808932/ERR4808932_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00010403
ERR4808929,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808929/ERR4808929_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/009/ERR4808929/ERR4808929_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00014181
ERR4808954,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808954/ERR4808954_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808954/ERR4808954_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038902
ERR4808914,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808914/ERR4808914_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/004/ERR4808914/ERR4808914_2.fastq.gz",R,S,S,S,I,R,R,R,R,S,R,R,R,YA00038905
ERR4808937,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808937/ERR4808937_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/007/ERR4808937/ERR4808937_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00020116
ERR4808961,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808961/ERR4808961_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808961/ERR4808961_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00023158
ERR4808956,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808956/ERR4808956_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808956/ERR4808956_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00023527
ERR4808940,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808940/ERR4808940_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/000/ERR4808940/ERR4808940_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00038938
ERR4808945,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808945/ERR4808945_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808945/ERR4808945_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00023162
ERR4808953,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808953/ERR4808953_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/003/ERR4808953/ERR4808953_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,YA00014178
ERR4808975,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808975/ERR4808975_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/005/ERR4808975/ERR4808975_2.fastq.gz",R,S,S,S,R,R,R,R,R,S,S,R,R,YA00038859
ERR4808976,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808976/ERR4808976_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/006/ERR4808976/ERR4808976_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,YA00038860
ERR4808972,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808972/ERR4808972_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/002/ERR4808972/ERR4808972_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,YA00038856
ERR4808971,South Africa,CTB/NICD,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808971/ERR4808971_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR480/001/ERR4808971/ERR4808971_2.fastq.gz",S,S,S,S,R,R,R,S,S,S,S,R,R,YA00038851
